id,months_on_book,status,dpd,payment_amount
100367,12,On-time,2,2176
100367,13,On-time,1,13922
100367,14,On-time,2,43482
100367,15,On-time,6,26647
100367,16,On-time,4,8982
100367,17,On-time,0,39781
100367,18,On-time,5,51452
100367,19,On-time,3,45198
100367,20,On-time,4,58966
100367,21,On-time,5,3369
100367,22,On-time,0,18815
100367,23,On-time,5,64330
100367,24,On-time,2,2305
100367,25,On-time,2,64207
100367,26,On-time,4,11538
100367,27,On-time,0,17273
100367,28,On-time,4,58613
100367,29,On-time,2,16186
100367,30,On-time,1,46341
100367,31,On-time,3,44938
100367,32,On-time,6,38254
100367,33,On-time,5,62787
100367,34,On-time,3,24616
100367,35,On-time,1,51762
100367,36,On-time,2,33198
100367,37,On-time,2,3115
100367,38,On-time,3,35700
100367,39,On-time,3,41816
100367,40,On-time,2,35765
100367,41,On-time,2,3416
100367,42,On-time,7,58928
100367,43,On-time,3,61677
100367,44,On-time,3,7396
100367,45,On-time,6,15283
100368,1,On-time,0,55400
100368,2,On-time,0,37242
100368,3,On-time,6,56507
100368,4,On-time,3,51954
100368,5,On-time,1,23168
100368,6,On-time,1,34243
100368,7,On-time,3,36168
100368,8,On-time,5,35350
100368,9,On-time,4,26517
100368,10,On-time,3,13547
100368,11,On-time,2,44290
100368,12,On-time,1,21667
100368,13,On-time,3,53293
100368,14,On-time,7,61141
100368,15,On-time,2,27958
100368,16,On-time,5,19684
100368,17,On-time,3,50075
100368,18,On-time,1,45623
100368,19,On-time,4,21233
100368,20,On-time,1,55334
100368,21,On-time,3,9489
100368,22,On-time,2,6513
100368,23,On-time,0,10700
100368,24,On-time,5,59881
100368,25,On-time,2,63666
100368,26,On-time,2,47517
100368,27,On-time,6,35370
100368,28,On-time,4,51085
100368,29,On-time,0,62560
100368,30,On-time,2,26552
100368,31,On-time,2,50129
100368,32,On-time,1,45244
100368,33,On-time,1,30411
100368,34,Late,11,17223
100368,35,On-time,3,21817
100368,36,On-time,5,34249
100368,37,On-time,3,57196
100368,38,On-time,5,25820
100368,39,On-time,3,53865
100368,40,On-time,4,53962
100368,41,On-time,5,58386
100368,42,On-time,4,54215
100368,43,On-time,2,30700
100368,44,On-time,4,12772
100368,45,On-time,7,18267
100368,46,On-time,3,59710
100368,47,On-time,3,18746
100369,1,On-time,3,50556
100369,2,On-time,3,50955
100369,3,On-time,1,52278
100369,4,On-time,2,17587
100369,5,On-time,3,31634
100369,6,On-time,6,35521
100369,7,On-time,3,17526
100369,8,On-time,7,61194
100369,9,On-time,6,10618
100369,10,On-time,1,3498
100369,11,On-time,3,11134
100369,12,On-time,4,22143
100370,1,On-time,2,37324
100370,2,On-time,2,11659
100370,3,On-time,2,23149
100370,4,On-time,0,46203
100370,5,On-time,3,14665
100370,6,On-time,1,60033
100370,7,On-time,6,43087
100370,8,On-time,4,30224
100370,9,On-time,2,50794
100370,10,On-time,2,58752
100370,11,On-time,1,62805
100370,12,On-time,6,27916
100370,13,On-time,2,60924
100370,14,On-time,3,46312
100370,15,On-time,5,29858
100370,16,On-time,4,41115
100370,17,On-time,1,14958
100370,18,On-time,4,52272
100370,19,On-time,2,49171
100370,20,On-time,5,58112
100370,21,On-time,2,37909
100370,22,On-time,2,36324
100370,23,On-time,7,46687
100370,24,On-time,3,24610
100371,1,On-time,6,18438
100371,2,On-time,6,29892
100371,3,On-time,2,47522
100371,4,On-time,2,9607
100371,5,On-time,4,16162
100371,6,On-time,2,18507
100371,7,On-time,0,25492
100371,8,On-time,2,17230
100371,9,On-time,3,48011
100371,10,On-time,2,8490
100371,11,On-time,3,42009
100371,12,On-time,1,21321
100371,13,On-time,2,57032
100372,1,On-time,6,54534
100372,2,On-time,9,47898
100372,3,On-time,5,26842
100373,1,On-time,2,23577
100373,2,On-time,1,60463
100373,3,On-time,2,29683
100373,4,On-time,4,38048
100373,5,On-time,1,20356
100373,6,On-time,2,8596
100373,7,On-time,5,30749
100373,8,On-time,1,15573
100373,9,On-time,1,15076
100373,10,On-time,7,8902
100373,11,On-time,0,55395
100373,12,On-time,1,7769
100373,13,On-time,3,24635
100373,14,On-time,3,50453
100373,15,On-time,5,24866
100373,16,On-time,2,34817
100373,17,On-time,2,4719
100373,18,On-time,2,35798
100373,19,On-time,3,47114
100373,20,On-time,4,3626
100373,21,On-time,4,7618
100373,22,On-time,3,22519
100373,23,On-time,4,6074
100373,24,On-time,3,13719
100373,25,On-time,5,12017
100373,26,On-time,3,60611
100373,27,On-time,3,58956
100373,28,On-time,4,23694
100373,29,On-time,4,37107
100373,30,On-time,2,25277
100374,1,On-time,3,50150
100374,2,On-time,3,44047
100374,3,On-time,0,56127
100374,4,On-time,1,32359
100374,5,On-time,5,47287
100374,6,On-time,1,49305
100374,7,On-time,3,61220
100374,8,On-time,4,62578
100374,9,On-time,1,11011
100375,1,On-time,4,50000
100375,2,On-time,4,30284
100375,3,On-time,5,47097
100375,4,On-time,1,19916
100375,5,On-time,2,54482
100375,6,On-time,3,21447
100376,1,Late,24,33706
100376,2,Late,21,50911
100376,3,Late,18,19039
100376,4,Late,24,62151
100376,5,Late,22,62686
100376,6,Late,20,33999
100376,7,Late,20,3602
100376,8,Late,16,13472
100376,9,Late,16,27182
100376,10,Late,23,47065
100376,11,On-time,8,46401
100376,12,On-time,9,4859
100376,13,On-time,9,19287
100376,14,Late,13,4885
100376,15,Late,18,18340
100376,16,Late,25,64926
100376,17,Late,24,49533
100376,18,Late,22,10906
100376,19,Late,24,44724
100376,20,Late,24,1744
100376,21,Late,21,22757
100376,22,Late,23,45563
100376,23,Late,17,5856
100376,24,On-time,9,38520
100376,25,Late,11,29282
100376,26,On-time,7,32106
100376,27,Late,14,60637
100376,28,On-time,10,39653
100376,29,Late,26,26470
100376,30,On-time,9,53776
100376,31,Late,22,38675
100377,1,On-time,5,12353
100377,2,On-time,2,49240
100377,3,On-time,0,56354
100377,4,On-time,2,38573
100377,5,On-time,2,28332
100377,6,On-time,1,14313
100377,7,On-time,8,63236
100377,8,On-time,0,21835
100377,9,On-time,4,38949
100377,10,On-time,4,18356
100377,11,On-time,4,64644
100377,12,On-time,1,7815
100377,13,On-time,4,18724
100377,14,On-time,5,25323
100377,15,On-time,1,35417
100377,16,On-time,7,48459
100377,17,On-time,2,40947
100377,18,On-time,2,28400
100377,19,On-time,1,21654
100377,20,On-time,3,14292
100377,21,On-time,3,50514
100377,22,On-time,5,18365
100377,23,On-time,2,47490
100377,24,On-time,1,34127
100377,25,On-time,1,17698
100377,26,On-time,3,58466
100377,27,On-time,3,54135
100377,28,On-time,1,60302
100377,29,On-time,2,4734
100377,30,On-time,1,4501
100377,31,On-time,0,12005
100377,32,On-time,5,33921
100377,33,On-time,6,23803
100377,34,On-time,1,36633
100377,35,On-time,3,4669
100377,36,On-time,3,16599
100377,37,On-time,0,6195
100377,38,On-time,3,14931
100377,39,On-time,2,11599
100377,40,On-time,4,14349
100378,1,On-time,5,42716
100378,2,On-time,5,15277
100378,3,On-time,4,62759
100378,4,On-time,3,14544
100378,5,On-time,4,12428
100378,6,On-time,2,43939
100378,7,On-time,3,8175
100378,8,On-time,0,32574
100378,9,On-time,5,53253
100378,10,On-time,3,43627
100378,11,On-time,3,64717
100378,12,On-time,2,46076
100378,13,On-time,1,17859
100378,14,On-time,6,25652
100378,15,On-time,2,53294
100378,16,On-time,5,15294
100378,17,On-time,5,8427
100378,18,On-time,1,42347
100378,19,On-time,7,8331
100378,20,On-time,4,46132
100378,21,On-time,3,4539
100378,22,On-time,6,4882
100378,23,On-time,5,26823
100378,24,On-time,3,42103
100378,25,On-time,2,12452
100378,26,On-time,1,64685
100378,27,On-time,3,36978
100378,28,On-time,1,63737
100378,29,On-time,2,20376
100378,30,On-time,2,34363
100378,31,On-time,2,38707
100378,32,On-time,2,30886
100378,33,On-time,0,1743
100378,34,On-time,3,29784
100378,35,On-time,7,10229
100378,36,On-time,1,29542
100378,37,On-time,8,5871
100378,38,On-time,3,3335
100378,39,On-time,5,5357
100378,40,On-time,0,41535
100378,41,On-time,7,15327
100379,1,On-time,9,9945
100379,2,On-time,10,63100
100379,3,Late,19,58272
100379,4,Late,25,31017
100379,5,Late,13,1526
100379,6,Late,15,32525
100379,7,Late,15,36886
100379,8,Late,19,12095
100379,9,Late,22,35254
100379,10,Late,25,19497
100379,11,Late,25,62378
100379,12,Late,17,10870
100379,13,Late,21,37014
100379,14,Late,22,10387
100379,15,Late,17,16853
100379,16,Late,18,17750
100379,17,On-time,9,64465
100379,18,Late,29,14115
100379,19,Late,25,8112
100379,20,Late,14,15485
100379,21,On-time,10,54028
100380,1,On-time,3,27989
100380,2,On-time,3,8568
100380,3,On-time,2,5966
100380,4,On-time,3,43578
100380,5,On-time,6,55960
100380,6,On-time,2,6460
100380,7,On-time,4,46677
100380,8,On-time,3,63773
100380,9,On-time,0,45575
100380,10,On-time,3,36575
100380,11,On-time,4,28930
100380,12,On-time,2,58007
100380,13,On-time,2,33036
100380,14,On-time,4,40672
100380,15,On-time,4,30109
100380,16,On-time,1,38920
100380,17,On-time,4,16919
100380,18,On-time,4,51939
100380,19,On-time,2,11533
100380,20,On-time,1,47103
100380,21,On-time,5,36129
100380,22,On-time,3,53636
100380,23,On-time,5,6629
100380,24,On-time,3,35071
100380,25,On-time,1,60703
100380,26,On-time,2,22082
100380,27,On-time,1,53609
100380,28,On-time,3,41255
100381,1,On-time,1,21287
100381,2,On-time,2,21388
100381,3,On-time,1,2762
100381,4,On-time,2,56181
100381,5,On-time,2,12286
100381,6,On-time,4,64132
100381,7,On-time,4,9061
100381,8,On-time,3,22311
100381,9,On-time,4,39377
100381,10,On-time,4,47859
100381,11,On-time,1,58020
100381,12,On-time,1,43475
100381,13,On-time,3,6432
100381,14,On-time,3,57978
100381,15,On-time,4,2961
100381,16,On-time,2,21269
100381,17,On-time,4,3645
100381,18,On-time,4,23831
100381,19,On-time,6,64840
100381,20,On-time,3,32230
100381,21,On-time,3,48164
100381,22,On-time,3,7857
100381,23,On-time,3,56835
100381,24,On-time,4,63378
100381,25,On-time,1,44938
100381,26,On-time,4,29111
100381,27,On-time,4,51096
100381,28,On-time,4,36011
100381,29,On-time,2,31781
100381,30,On-time,4,34301
100381,31,On-time,1,17945
100381,32,On-time,1,27178
100381,33,On-time,3,29101
100381,34,On-time,6,23176
100381,35,On-time,6,24634
100381,36,On-time,2,5088
100381,37,On-time,0,48910
100381,38,On-time,3,1852
100381,39,On-time,2,18965
100381,40,On-time,2,52822
100381,41,On-time,3,19512
100381,42,On-time,5,5598
100381,43,On-time,2,16882
100381,44,On-time,2,47845
100381,45,On-time,2,10506
100381,46,On-time,2,62715
100381,47,On-time,4,21844
100382,1,On-time,3,53055
100382,2,On-time,3,24581
100382,3,On-time,4,15032
100382,4,On-time,7,21808
100382,5,On-time,2,23157
100382,6,On-time,0,32792
100382,7,On-time,2,26351
100382,8,On-time,4,9912
100382,9,On-time,1,31786
100382,10,On-time,2,8754
100382,11,On-time,2,42026
100382,12,On-time,1,26126
100382,13,On-time,8,59685
100382,14,On-time,0,25949
100382,15,On-time,2,46795
100382,16,On-time,3,13135
100382,17,On-time,2,58971
100382,18,On-time,3,61689
100382,19,On-time,4,52928
100382,20,On-time,1,19254
100382,21,On-time,1,21868
100382,22,On-time,3,24222
100382,23,On-time,4,13731
100382,24,On-time,3,50566
100382,25,On-time,1,42560
100382,26,On-time,5,41740
100382,27,On-time,2,12767
100382,28,On-time,2,62899
100382,29,On-time,1,6307
100382,30,On-time,1,54909
100382,31,On-time,4,41675
100382,32,On-time,5,5988
100382,33,On-time,3,55957
100382,34,On-time,4,2604
100382,35,On-time,1,33829
100382,36,On-time,1,62835
100382,37,On-time,6,7315
100382,38,On-time,7,14536
100382,39,On-time,2,11441
100382,40,On-time,10,60972
100382,41,On-time,7,29882
100382,42,On-time,2,16711
100382,43,On-time,3,15512
100382,44,On-time,1,34468
100382,45,On-time,1,62890
100382,46,On-time,2,26778
100382,47,On-time,5,63621
100382,48,On-time,4,18766
100383,1,On-time,5,42763
100383,2,On-time,6,26158
100383,3,On-time,4,39947
100383,4,On-time,1,25895
100383,5,On-time,3,49923
100383,6,On-time,9,42134
100383,7,On-time,2,42943
100383,8,On-time,3,17803
100383,9,On-time,1,4868
100383,10,On-time,4,43889
100383,11,On-time,2,51018
100383,12,On-time,5,44827
100383,13,On-time,2,19980
100383,14,On-time,2,41041
100383,15,On-time,9,40082
100383,16,On-time,2,23607
100383,17,On-time,6,61162
100383,18,On-time,2,13407
100383,19,On-time,5,37987
100383,20,On-time,1,18362
100383,21,On-time,3,42330
100383,22,On-time,3,42263
100383,23,On-time,2,64602
100383,24,On-time,4,57141
100383,25,On-time,3,36190
100383,26,On-time,5,45250
100383,27,On-time,5,36194
100383,28,On-time,6,24874
100383,29,On-time,1,42671
100383,30,On-time,3,22892
100384,1,On-time,1,44203
100384,2,On-time,5,40221
100384,3,On-time,4,57881
100384,4,On-time,3,17623
100384,5,On-time,2,64007
100384,6,On-time,2,19277
100384,7,On-time,3,60658
100384,8,On-time,3,24888
100384,9,On-time,3,21974
100384,10,On-time,6,49126
100384,11,On-time,3,20625
100384,12,On-time,1,49298
100384,13,On-time,3,48664
100384,14,On-time,3,40894
100384,15,On-time,1,53903
100384,16,On-time,2,23638
100384,17,On-time,4,50673
100384,18,On-time,0,34782
100384,19,On-time,5,12490
100384,20,On-time,1,12761
100384,21,On-time,0,12572
100384,22,On-time,3,32977
100384,23,On-time,2,31893
100384,24,On-time,3,6278
100384,25,On-time,4,49461
100384,26,On-time,3,2493
100384,27,On-time,1,32792
100384,28,On-time,3,15826
100384,29,On-time,5,11064
100384,30,On-time,5,3088
100384,31,On-time,3,64969
100384,32,On-time,2,63612
100385,1,On-time,2,1873
100385,2,On-time,4,40752
100385,3,On-time,1,7674
100385,4,On-time,2,61676
100385,5,On-time,6,64308
100385,6,On-time,2,9220
100385,7,On-time,2,52668
100385,8,On-time,4,50855
100385,9,On-time,6,39759
100385,10,On-time,2,46967
100385,11,On-time,2,40972
100385,12,On-time,3,4149
100385,13,On-time,5,64191
100385,14,On-time,2,30994
100385,15,On-time,6,26979
100385,16,On-time,1,27131
100385,17,On-time,2,53390
100385,18,On-time,4,64974
100385,19,On-time,4,10037
100385,20,On-time,6,47776
100385,21,On-time,7,43206
100385,22,On-time,3,63233
100385,23,On-time,3,17448
100385,24,On-time,1,5358
100385,25,On-time,2,41185
100385,26,On-time,4,3669
100385,27,On-time,2,27735
100385,28,On-time,2,30546
100385,29,On-time,8,9224
100385,30,On-time,3,55713
100385,31,On-time,2,38379
100385,32,On-time,5,59281
100386,1,On-time,2,57596
100386,2,On-time,3,45407
100386,3,On-time,3,30598
100386,4,On-time,2,4701
100386,5,On-time,1,22275
100386,6,On-time,1,30733
100386,7,On-time,1,32698
100386,8,On-time,1,16410
100386,9,On-time,2,62860
100386,10,On-time,6,9801
100386,11,On-time,5,63801
100386,12,On-time,3,31515
100386,13,On-time,7,41613
100386,14,On-time,4,9061
100386,15,On-time,4,29391
100386,16,On-time,2,28720
100386,17,On-time,4,28237
100386,18,On-time,5,44146
100386,19,On-time,2,51200
100386,20,On-time,3,11299
100386,21,On-time,4,11877
100386,22,On-time,2,33652
100386,23,On-time,6,37628
100386,24,On-time,4,45036
100386,25,On-time,3,43342
100386,26,On-time,3,22259
100386,27,On-time,2,30348
100386,28,On-time,2,26821
100386,29,On-time,3,16077
100387,1,On-time,1,35545
100387,2,On-time,3,22880
100387,3,On-time,3,13003
100387,4,On-time,2,54988
100387,5,On-time,2,63141
100387,6,On-time,5,45666
100387,7,On-time,3,43961
100387,8,On-time,3,21428
100387,9,On-time,1,42885
100387,10,On-time,3,44861
100387,11,On-time,4,14154
100387,12,On-time,4,42004
100387,13,On-time,2,20016
100387,14,On-time,4,33400
100387,15,On-time,4,30508
100387,16,On-time,5,47770
100387,17,On-time,4,39295
100387,18,On-time,4,41347
100387,19,On-time,3,50126
100387,20,On-time,4,3568
100387,21,On-time,2,33853
100387,22,On-time,3,21648
100387,23,On-time,2,47211
100387,24,On-time,1,52361
100387,25,On-time,3,47047
100387,26,On-time,1,35428
100387,27,On-time,2,31431
100387,28,On-time,3,17906
100387,29,On-time,4,61032
100387,30,On-time,3,45569
100388,1,On-time,4,50027
100388,2,On-time,6,11070
100388,3,On-time,2,22628
100388,4,On-time,8,43414
100388,5,On-time,3,28487
100388,6,On-time,3,64258
100388,7,On-time,4,54145
100388,8,On-time,4,24006
100388,9,On-time,3,61921
100388,10,On-time,1,23861
100388,11,On-time,2,24620
100388,12,On-time,5,6451
100388,13,On-time,2,30757
100388,14,On-time,5,9147
100388,15,On-time,2,54550
100388,16,On-time,2,15326
100388,17,On-time,1,23918
100388,18,On-time,2,57462
100388,19,On-time,2,39668
100388,20,On-time,2,5296
100388,21,On-time,2,12445
100388,22,On-time,3,52015
100388,23,On-time,7,41842
100388,24,On-time,2,45399
100388,25,On-time,1,58394
100388,26,On-time,4,46997
100388,27,On-time,4,28860
100388,28,On-time,1,13581
100388,29,On-time,6,18275
100388,30,On-time,0,44371
100388,31,On-time,5,16270
100388,32,On-time,4,54848
100388,33,On-time,5,17107
100388,34,On-time,3,47877
100389,1,On-time,1,2727
100389,2,On-time,5,18576
100389,3,On-time,1,18695
100389,4,On-time,4,50540
100389,5,On-time,7,19919
100389,6,On-time,4,47350
100389,7,On-time,2,50802
100389,8,On-time,3,3793
100389,9,On-time,2,43541
100389,10,On-time,8,12448
100389,11,On-time,5,42966
100389,12,On-time,4,32460
100389,13,On-time,2,21651
100389,14,On-time,2,43575
100389,15,On-time,2,9280
100389,16,On-time,1,60473
100389,17,On-time,2,36232
100389,18,On-time,1,40312
100389,19,On-time,1,58217
100389,20,On-time,4,30563
100389,21,On-time,3,54793
100389,22,On-time,4,26230
100389,23,On-time,3,12833
100389,24,On-time,3,13666
100389,25,On-time,3,55258
100389,26,On-time,5,30453
100389,27,On-time,6,39813
100389,28,On-time,2,17913
100389,29,On-time,0,18604
100389,30,On-time,5,48865
100390,1,On-time,3,13645
100390,2,On-time,3,53922
100390,3,On-time,2,37760
100391,1,On-time,0,42178
100391,2,On-time,3,41836
100391,3,On-time,3,43182
100391,4,On-time,2,49910
100391,5,On-time,1,64858
100391,6,On-time,4,36578
100391,7,On-time,0,32513
100391,8,On-time,5,9900
100391,9,On-time,5,51540
100391,10,On-time,0,32888
100391,11,On-time,2,24334
100391,12,On-time,2,46919
100391,13,On-time,2,58946
100391,14,On-time,3,9159
100391,15,On-time,2,28076
100391,16,On-time,4,16234
100391,17,On-time,4,64619
100391,18,On-time,1,8252
100391,19,On-time,3,57574
100391,20,On-time,3,50556
100391,21,On-time,2,38715
100391,22,On-time,5,64200
100391,23,On-time,3,20023
100391,24,On-time,4,25946
100391,25,On-time,3,14959
100391,26,On-time,3,63948
100391,27,On-time,6,12792
100391,28,On-time,0,6635
100391,29,On-time,4,42297
100392,1,On-time,6,4303
100392,2,On-time,1,13325
100392,3,On-time,2,2717
100392,4,On-time,3,2025
100392,5,On-time,1,9066
100392,6,On-time,2,34548
100392,7,On-time,0,23461
100392,8,On-time,4,21303
100392,9,On-time,3,38091
100392,10,On-time,3,61411
100392,11,On-time,2,35989
100392,12,On-time,2,40789
100392,13,On-time,3,19667
100392,14,On-time,3,31635
100392,15,On-time,4,26576
100392,16,On-time,3,14697
100392,17,On-time,4,17967
100393,1,On-time,1,11237
100393,2,On-time,4,60478
100393,3,On-time,5,17324
100393,4,On-time,6,9723
100393,5,On-time,1,4132
100393,6,On-time,3,53114
100393,7,On-time,3,7876
100393,8,On-time,2,38762
100393,9,On-time,5,41613
100393,10,On-time,1,24542
100393,11,On-time,4,34371
100393,12,On-time,2,7678
100393,13,On-time,3,34894
100393,14,On-time,0,40721
100393,15,On-time,3,32936
100393,16,On-time,2,61745
100393,17,On-time,4,49739
100393,18,On-time,2,45218
100393,19,On-time,5,57557
100393,20,On-time,5,49728
100393,21,On-time,3,27509
100393,22,On-time,2,30766
100393,23,On-time,1,53945
100393,24,On-time,0,9021
100393,25,On-time,6,40190
100393,26,On-time,3,14455
100393,27,On-time,1,17624
100393,28,On-time,2,42173
100393,29,On-time,3,57035
100393,30,On-time,1,5196
100393,31,On-time,3,18262
100393,32,On-time,0,21099
100393,33,On-time,3,30091
100393,34,On-time,3,22222
100393,35,On-time,6,44987
100393,36,On-time,4,5420
100393,37,On-time,3,45875
100393,38,On-time,1,50720
100393,39,On-time,3,18599
100393,40,On-time,3,37233
100393,41,On-time,7,14823
100393,42,On-time,2,47672
100394,1,On-time,10,64414
100394,2,Late,18,1669
100394,3,Late,24,56009
100394,4,Late,13,61354
100394,5,Late,31,2923
100394,6,Late,13,31361
100394,7,Late,26,49257
100394,8,Late,22,51071
100394,9,Late,22,34664
100394,10,Late,19,12950
100394,11,Late,15,64630
100394,12,Late,21,25315
100394,13,Late,25,14898
100394,14,On-time,9,56004
100394,15,Late,27,36624
100394,16,Late,11,30886
100394,17,Late,29,48736
100394,18,Late,13,56416
100394,19,Late,23,64813
100394,20,Late,13,59147
100394,21,Late,11,15570
100394,22,Late,17,54485
100394,23,On-time,10,17614
100394,24,Late,19,9971
100394,25,Late,26,38564
100394,26,Late,22,6086
100394,27,On-time,9,3494
100394,28,Late,15,52393
100394,29,Late,24,38661
100394,30,Late,24,64100
100394,31,Late,13,10139
100394,32,Late,12,56992
100394,33,Late,24,52565
100394,34,Late,20,29238
100394,35,Late,15,62822
100394,36,Late,24,53431
100394,37,Late,22,50276
100394,38,Late,15,9512
100394,39,Late,26,7704
100395,1,On-time,3,53158
100395,2,On-time,6,47358
100395,3,On-time,2,8240
100395,4,On-time,5,64241
100395,5,On-time,1,31648
100395,6,On-time,4,37379
100395,7,On-time,5,31761
100395,8,On-time,1,4525
100395,9,On-time,4,39552
100395,10,On-time,2,31111
100395,11,On-time,4,61138
100395,12,On-time,2,50424
100395,13,On-time,4,24365
100395,14,On-time,1,11600
100395,15,On-time,6,12263
100395,16,On-time,2,19312
100395,17,On-time,7,54787
100395,18,On-time,5,27129
100395,19,On-time,2,63771
100396,1,On-time,4,27115
100396,2,On-time,2,51125
100396,3,On-time,1,57755
100396,4,On-time,1,23463
100396,5,On-time,2,1710
100396,6,On-time,3,57354
100396,7,On-time,3,53142
100396,8,On-time,6,42558
100396,9,On-time,3,30191
100396,10,On-time,0,26096
100396,11,On-time,4,41616
100396,12,On-time,4,56618
100396,13,On-time,3,41105
100396,14,On-time,7,51212
100396,15,On-time,6,41835
100396,16,On-time,2,37611
100396,17,On-time,2,14834
100396,18,On-time,5,1607
100396,19,On-time,2,22815
100396,20,On-time,0,7296
100396,21,On-time,1,19955
100396,22,On-time,4,34072
100396,23,On-time,2,20707
100396,24,On-time,3,52423
100396,25,On-time,3,53152
100396,26,On-time,10,44102
100396,27,On-time,3,31736
100396,28,On-time,3,3662
100396,29,On-time,2,24421
100396,30,On-time,1,35219
100396,31,On-time,3,48461
100396,32,On-time,1,4167
100396,33,On-time,0,44068
100396,34,On-time,4,29809
100396,35,On-time,4,30949
100396,36,On-time,2,20527
100396,37,On-time,4,31599
100396,38,On-time,2,50446
100396,39,On-time,2,15414
100396,40,On-time,4,47568
100396,41,On-time,2,21057
100397,1,On-time,2,35237
100397,2,On-time,2,4078
100397,3,On-time,1,56603
100397,4,On-time,5,39381
100397,5,On-time,4,51439
100397,6,On-time,3,57621
100397,7,On-time,5,10711
100397,8,On-time,2,32151
100397,9,On-time,4,57622
100397,10,On-time,3,3153
100398,1,On-time,5,50726
100398,2,On-time,3,34036
100398,3,On-time,3,14766
100398,4,On-time,4,51039
100398,5,On-time,2,56500
100398,6,On-time,3,35773
100398,7,On-time,4,47095
100398,8,On-time,3,2475
100398,9,On-time,4,13789
100398,10,On-time,5,21493
100398,11,On-time,5,18723
100398,12,On-time,3,43654
100398,13,On-time,0,17333
100398,14,On-time,2,57217
100398,15,On-time,2,23536
100398,16,On-time,4,45325
100398,17,On-time,7,49388
100398,18,On-time,3,24313
100398,19,On-time,3,8398
100398,20,On-time,4,30982
100398,21,On-time,4,57857
100398,22,On-time,4,5720
100398,23,On-time,3,32534
100398,24,On-time,1,33814
100398,25,On-time,5,22023
100398,26,On-time,0,61223
100398,27,On-time,3,13306
100398,28,On-time,4,44231
100398,29,On-time,4,11904
100398,30,On-time,2,29505
100398,31,On-time,5,38154
100398,32,On-time,1,45270
100398,33,On-time,2,17371
100398,34,On-time,2,30882
100398,35,On-time,5,64418
100398,36,On-time,5,54654
100398,37,On-time,4,12982
100398,38,On-time,2,34933
100398,39,On-time,2,7827
100398,40,On-time,3,54723
100398,41,On-time,2,43866
100398,42,On-time,1,60166
100398,43,On-time,1,51054
100398,44,On-time,2,57457
100398,45,On-time,2,38804
100398,46,On-time,1,14364
100398,47,On-time,2,32598
100398,48,On-time,4,41085
100399,1,On-time,3,28955
100399,2,On-time,2,10123
100399,3,On-time,2,18819
100399,4,On-time,2,3545
100399,5,On-time,4,19699
100399,6,On-time,6,35105
100399,7,On-time,3,35175
100399,8,On-time,3,39003
100399,9,On-time,9,7391
100399,10,On-time,3,10315
100399,11,On-time,3,57478
100399,12,On-time,6,30120
100399,13,On-time,4,58511
100399,14,On-time,1,14794
100399,15,On-time,3,47984
100399,16,On-time,2,27808
100399,17,On-time,5,19304
100399,18,On-time,0,59101
100399,19,On-time,1,10055
100399,20,On-time,0,25144
100399,21,On-time,3,33906
100399,22,On-time,2,30501
100399,23,On-time,6,39855
100399,24,On-time,1,34612
100399,25,On-time,4,18559
100399,26,On-time,1,41957
100399,27,On-time,2,54114
100399,28,On-time,2,8205
100399,29,On-time,5,12528
100399,30,On-time,3,38449
100399,31,On-time,3,56841
100399,32,On-time,1,61869
100400,1,On-time,5,45300
100401,1,On-time,1,38774
100401,2,On-time,4,22385
100401,3,On-time,3,22796
100401,4,On-time,4,39701
100401,5,On-time,2,62742
100401,6,On-time,4,55978
100401,7,On-time,5,54275
100401,8,On-time,4,9285
100401,9,On-time,2,7402
100401,10,On-time,1,41723
100401,11,On-time,4,21306
100401,12,On-time,2,31695
100401,13,On-time,1,17939
100401,14,On-time,4,12866
100401,15,On-time,5,23980
100401,16,On-time,3,39439
100401,17,On-time,3,14800
100401,18,On-time,3,20904
100401,19,On-time,7,51649
100401,20,On-time,1,53952
100401,21,On-time,2,37035
100401,22,On-time,1,42743
100401,23,On-time,3,14781
100401,24,On-time,5,31291
100401,25,On-time,2,23763
100401,26,On-time,3,2931
100401,27,On-time,3,59225
100401,28,On-time,4,48256
100401,29,On-time,1,12441
100402,1,On-time,2,48080
100402,2,On-time,3,61825
100402,3,On-time,3,26686
100402,4,On-time,1,34335
100402,5,On-time,2,21204
100403,1,Late,14,29662
100403,2,On-time,9,52803
100404,1,Late,20,14986
100404,2,Late,25,36644
100404,3,On-time,9,39670
100404,4,Late,22,12033
100404,5,Late,14,28526
100404,6,Late,23,61699
100404,7,Late,19,39084
100404,8,On-time,10,50279
100404,9,Late,11,34845
100404,10,Late,16,6819
100404,11,Late,18,45564
100404,12,Late,22,43991
100404,13,Late,18,53864
100404,14,Late,15,54790
100404,15,Late,24,54384
100404,16,Late,12,37038
100404,17,Late,26,24445
100404,18,Late,25,22777
100404,19,Late,14,15087
100404,20,Late,20,37421
100404,21,Late,13,64176
100404,22,Late,14,40019
100404,23,Late,20,59775
100404,24,Late,16,39138
100404,25,Late,18,45284
100404,26,Late,22,19976
100404,27,Late,15,62445
100404,28,Late,18,64266
100404,29,On-time,8,10317
100404,30,On-time,8,46044
100404,31,On-time,6,44479
100404,32,Late,26,48328
100405,1,On-time,4,48253
100405,2,On-time,3,13152
100405,3,On-time,1,10476
100405,4,On-time,2,47196
100405,5,On-time,2,1961
100405,6,On-time,1,53104
